epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.5208333134651184,0.5246860384941101,1.3174737691879272,0.4694376587867737,0.510776698589325,0.6934171319007874
1,0.5165441036224365,0.5013744235038757,0.6962087750434875,0.4841075837612152,0.5,0.6931447982788086
2,0.531862735748291,0.5286571383476257,0.6908721923828125,0.5305623412132263,0.5,0.6924888491630554
3,0.5398284196853638,0.5379638671875,0.6913896203041077,0.5305623412132263,0.4982958734035492,0.6915634870529175
4,0.5539215803146362,0.5528812408447266,0.6883665323257446,0.5305623412132263,0.5917818546295166,0.6906965374946594
5,0.5441176295280457,0.5380648374557495,0.6883320808410645,0.5305623412132263,0.5696524381637573,0.6903199553489685
6,0.530024528503418,0.5440409779548645,0.6900221705436707,0.5305623412132263,0.57651686668396,0.6898285150527954
7,0.5471813678741455,0.5618798732757568,0.6893664598464966,0.5990220308303833,0.6016825437545776,0.6893739700317383
8,0.5398284196853638,0.5758938193321228,0.6843369603157043,0.5305623412132263,0.5838373303413391,0.6905693411827087
9,0.5343137383460999,0.5539821982383728,0.6844314336776733,0.5378972887992859,0.6080069541931152,0.6871575117111206
10,0.53125,0.5500894784927368,0.6851924657821655,0.5378972887992859,0.6198636889457703,0.6853798627853394
11,0.529411792755127,0.5698400139808655,0.6822300553321838,0.5647921562194824,0.6209437847137451,0.6868152618408203
12,0.5337010025978088,0.5578063130378723,0.6851009130477905,0.5354523062705994,0.5965701341629028,0.6882261037826538
13,0.5502451062202454,0.5663037896156311,0.68442702293396,0.5892420411109924,0.6302562952041626,0.6807123422622681
14,0.5484068393707275,0.5907607674598694,0.679476797580719,0.5745721459388733,0.636208713054657,0.6771592497825623
15,0.5545343160629272,0.5816808938980103,0.6792962551116943,0.5770171284675598,0.618363618850708,0.6823011636734009
16,0.5594362616539001,0.5869690775871277,0.6777340769767761,0.6039119958877563,0.6403009295463562,0.6737731099128723
17,0.5533088445663452,0.5807984471321106,0.6786789298057556,0.5550122261047363,0.5808851718902588,0.6833141446113586
18,0.5569853186607361,0.5844116806983948,0.6806942820549011,0.6112469434738159,0.6335445046424866,0.675554096698761
19,0.5539215803146362,0.5899755954742432,0.6767653822898865,0.6014670133590698,0.6292722821235657,0.6796269416809082
20,0.5545343160629272,0.581279993057251,0.6780190467834473,0.5941320061683655,0.6307243704795837,0.6768869161605835
21,0.5361519455909729,0.583026647567749,0.6789140701293945,0.5990220308303833,0.6240639686584473,0.6738529205322266
22,0.5680146813392639,0.6002393364906311,0.6724814772605896,0.6039119958877563,0.6198157072067261,0.6780896186828613
23,0.5557597875595093,0.5958741307258606,0.6737614870071411,0.5696821808815002,0.6200317144393921,0.6777076721191406
24,0.5496323704719543,0.5918563604354858,0.6741874814033508,0.567237138748169,0.6075988411903381,0.6810863614082336
25,0.5729166865348816,0.6173050999641418,0.667934238910675,0.5990220308303833,0.6181595325469971,0.6768442988395691
26,0.5765931606292725,0.6260330677032471,0.6692665815353394,0.6063569784164429,0.60506671667099,0.6801203489303589
